id	sentence1	label	positions
347	LOCATION1 price is an up and coming place , quite expensive and is not in the rough part of the LOCATION2	Negative	0 1 
347	LOCATION1 safety is an up and coming place , quite expensive and is not in the rough part of the LOCATION2	None	0 1 
347	LOCATION1 transit location is an up and coming place , quite expensive and is not in the rough part of the LOCATION2	None	0 1 2 
348	Lovely leafy LOCATION1 general	Positive	2 3 
348	Lovely leafy LOCATION1 price	None	2 3 
348	Lovely leafy LOCATION1 safety	None	2 3 
348	Lovely leafy LOCATION1 transit location	None	2 3 4 
349	Have done the usual like Buck Palace , Madame Tussauds etc Would appreciate any ideas first of all , central London on a saturday is completely safe - oxford street , piccadilly , LOCATION1 general , chinatown , etc is great	None	33 34 
349	Have done the usual like Buck Palace , Madame Tussauds etc Would appreciate any ideas first of all , central London on a saturday is completely safe - oxford street , piccadilly , LOCATION1 price , chinatown , etc is great	None	33 34 
349	Have done the usual like Buck Palace , Madame Tussauds etc Would appreciate any ideas first of all , central London on a saturday is completely safe - oxford street , piccadilly , LOCATION1 safety , chinatown , etc is great	None	33 34 
349	Have done the usual like Buck Palace , Madame Tussauds etc Would appreciate any ideas first of all , central London on a saturday is completely safe - oxford street , piccadilly , LOCATION1 transit location , chinatown , etc is great	None	33 34 35 
34	And LOCATION1 general is certainly overpriced ( although where isnt in London	None	1 2 
34	And LOCATION1 price is certainly overpriced ( although where isnt in London	Negative	1 2 
34	And LOCATION1 safety is certainly overpriced ( although where isnt in London	None	1 2 
34	And LOCATION1 transit location is certainly overpriced ( although where isnt in London	None	1 2 3 
350	And if you talk cockney to anyone even the white LOCATION1 general born and bred will look at you like your an idiot	None	10 11 
350	And if you talk cockney to anyone even the white LOCATION1 price born and bred will look at you like your an idiot	None	10 11 
350	And if you talk cockney to anyone even the white LOCATION1 safety born and bred will look at you like your an idiot	None	10 11 
350	And if you talk cockney to anyone even the white LOCATION1 transit location born and bred will look at you like your an idiot	None	10 11 12 
351	I just know that I definitely do n't want to live in LOCATION1 general as it 's the most dangerous	None	12 13 
351	I just know that I definitely do n't want to live in LOCATION1 price as it 's the most dangerous	None	12 13 
351	I just know that I definitely do n't want to live in LOCATION1 safety as it 's the most dangerous	Negative	12 13 
351	I just know that I definitely do n't want to live in LOCATION1 transit location as it 's the most dangerous	None	12 13 14 
352	I stayed at the one in LOCATION1 general because it was on the tube line from LOCATION2	None	6 7 
352	I stayed at the one in LOCATION1 price because it was on the tube line from LOCATION2	None	6 7 
352	I stayed at the one in LOCATION1 safety because it was on the tube line from LOCATION2	None	6 7 
352	I stayed at the one in LOCATION1 transit location because it was on the tube line from LOCATION2	Positive	6 7 8 
353	There are loads of parks , Bishops Parks , LOCATION1 general Palace Gardens , Eel Brook Common , Parsons Green , LOCATION2 and Hurlingham Park	None	9 10 
353	There are loads of parks , Bishops Parks , LOCATION1 price Palace Gardens , Eel Brook Common , Parsons Green , LOCATION2 and Hurlingham Park	None	9 10 
353	There are loads of parks , Bishops Parks , LOCATION1 safety Palace Gardens , Eel Brook Common , Parsons Green , LOCATION2 and Hurlingham Park	None	9 10 
353	There are loads of parks , Bishops Parks , LOCATION1 transit location Palace Gardens , Eel Brook Common , Parsons Green , LOCATION2 and Hurlingham Park	None	9 10 11 
354	Do n't expect much night life LOCATION1 general is very handy and full of beauty and life	Positive	6 7 
354	Do n't expect much night life LOCATION1 price is very handy and full of beauty and life	None	6 7 
354	Do n't expect much night life LOCATION1 safety is very handy and full of beauty and life	None	6 7 
354	Do n't expect much night life LOCATION1 transit location is very handy and full of beauty and life	None	6 7 8 
355	We all work in different areas ( LOCATION1 general , London and Harley Street ) and would each ideally like to have a commute of 20 minutes or less	None	7 8 
355	We all work in different areas ( LOCATION1 price , London and Harley Street ) and would each ideally like to have a commute of 20 minutes or less	None	7 8 
355	We all work in different areas ( LOCATION1 safety , London and Harley Street ) and would each ideally like to have a commute of 20 minutes or less	None	7 8 
355	We all work in different areas ( LOCATION1 transit location , London and Harley Street ) and would each ideally like to have a commute of 20 minutes or less	None	7 8 9 
356	I 've spent a lot of time in LOCATION1 general and can confirm it 's generally quite a deprived area and certainly not that safe after dark	Positive	8 9 
356	I 've spent a lot of time in LOCATION1 price and can confirm it 's generally quite a deprived area and certainly not that safe after dark	None	8 9 
356	I 've spent a lot of time in LOCATION1 safety and can confirm it 's generally quite a deprived area and certainly not that safe after dark	Negative	8 9 
356	I 've spent a lot of time in LOCATION1 transit location and can confirm it 's generally quite a deprived area and certainly not that safe after dark	None	8 9 10 
357	LOCATION1 general is however great for lower priced shoes and clothing and has a lively pop music scene with an emphasis on young , unrefined/unsigned bands	None	0 1 
357	LOCATION1 price is however great for lower priced shoes and clothing and has a lively pop music scene with an emphasis on young , unrefined/unsigned bands	Positive	0 1 
357	LOCATION1 safety is however great for lower priced shoes and clothing and has a lively pop music scene with an emphasis on young , unrefined/unsigned bands	None	0 1 
357	LOCATION1 transit location is however great for lower priced shoes and clothing and has a lively pop music scene with an emphasis on young , unrefined/unsigned bands	None	0 1 2 
358	Somewhere like LOCATION1 general might be good	Positive	2 3 
358	Somewhere like LOCATION1 price might be good	None	2 3 
358	Somewhere like LOCATION1 safety might be good	None	2 3 
358	Somewhere like LOCATION1 transit location might be good	None	2 3 4 
359	LOCATION2 got the LOCATION1 general there which is great for shopping	None	3 4 
359	LOCATION2 got the LOCATION1 price there which is great for shopping	None	3 4 
359	LOCATION2 got the LOCATION1 safety there which is great for shopping	None	3 4 
359	LOCATION2 got the LOCATION1 transit location there which is great for shopping	None	3 4 5 
35	LOCATION1 general is very cheap compared to any where else but I have been warned not to go there	Negative	0 1 
35	LOCATION1 price is very cheap compared to any where else but I have been warned not to go there	Positive	0 1 
35	LOCATION1 safety is very cheap compared to any where else but I have been warned not to go there	None	0 1 
35	LOCATION1 transit location is very cheap compared to any where else but I have been warned not to go there	None	0 1 2 
360	LOCATION1 general is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas	Positive	0 1 
360	LOCATION1 price is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas	Positive	0 1 
360	LOCATION1 safety is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas	None	0 1 
360	LOCATION1 transit location is a really nice area and very affordable but it 's quite far south so travel time will be a bit longer than some of the other areas	Negative	0 1 2 
361	LOCATION1 general is nice but youd need to look around for a decent priced place to live	Positive	0 1 
361	LOCATION1 price is nice but youd need to look around for a decent priced place to live	Negative	0 1 
361	LOCATION1 safety is nice but youd need to look around for a decent priced place to live	None	0 1 
361	LOCATION1 transit location is nice but youd need to look around for a decent priced place to live	None	0 1 2 
362	LOCATION1 general is good for shopping	None	0 1 
362	LOCATION1 price is good for shopping	None	0 1 
362	LOCATION1 safety is good for shopping	None	0 1 
362	LOCATION1 transit location is good for shopping	None	0 1 2 
363	LOCATION1 general is all druggies , and tourists ,	None	0 1 
363	LOCATION1 price is all druggies , and tourists ,	None	0 1 
363	LOCATION1 safety is all druggies , and tourists ,	Negative	0 1 
363	LOCATION1 transit location is all druggies , and tourists ,	None	0 1 2 
365	Historic , i 'm afraid any area in close proximity to LOCATION1 general do n't come cheap	None	11 12 
365	Historic , i 'm afraid any area in close proximity to LOCATION1 price do n't come cheap	Negative	11 12 
365	Historic , i 'm afraid any area in close proximity to LOCATION1 safety do n't come cheap	None	11 12 
365	Historic , i 'm afraid any area in close proximity to LOCATION1 transit location do n't come cheap	None	11 12 13 
366	LOCATION1 general is probably the roughest area of LOCATION2	None	0 1 
366	LOCATION1 price is probably the roughest area of LOCATION2	None	0 1 
366	LOCATION1 safety is probably the roughest area of LOCATION2	Negative	0 1 
366	LOCATION1 transit location is probably the roughest area of LOCATION2	None	0 1 2 
367	Maybe a simple free day out on some open parkland , like LOCATION1 general , where there is acres of space to move around in and play	None	12 13 
367	Maybe a simple free day out on some open parkland , like LOCATION1 price , where there is acres of space to move around in and play	None	12 13 
367	Maybe a simple free day out on some open parkland , like LOCATION1 safety , where there is acres of space to move around in and play	None	12 13 
367	Maybe a simple free day out on some open parkland , like LOCATION1 transit location , where there is acres of space to move around in and play	None	12 13 14 
368	ps if you come here i will bring you to LOCATION1 general	None	10 11 
368	ps if you come here i will bring you to LOCATION1 price	None	10 11 
368	ps if you come here i will bring you to LOCATION1 safety	None	10 11 
368	ps if you come here i will bring you to LOCATION1 transit location	None	10 11 12 
369	well i live in LOCATION1 general and it has a really great mix of greenery plus `` townlife '' and i would really recommend it	Positive	4 5 
369	well i live in LOCATION1 price and it has a really great mix of greenery plus `` townlife '' and i would really recommend it	None	4 5 
369	well i live in LOCATION1 safety and it has a really great mix of greenery plus `` townlife '' and i would really recommend it	None	4 5 
369	well i live in LOCATION1 transit location and it has a really great mix of greenery plus `` townlife '' and i would really recommend it	None	4 5 6 
36	Then I decided to phone the LOCATION1 general Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 7 
36	Then I decided to phone the LOCATION1 price Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 7 
36	Then I decided to phone the LOCATION1 safety Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 7 
36	Then I decided to phone the LOCATION1 transit location Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 7 8 
370	This is in LOCATION1 general , and has loads of shops and markets which offer so many unique things to buy	None	3 4 
370	This is in LOCATION1 price , and has loads of shops and markets which offer so many unique things to buy	None	3 4 
370	This is in LOCATION1 safety , and has loads of shops and markets which offer so many unique things to buy	None	3 4 
370	This is in LOCATION1 transit location , and has loads of shops and markets which offer so many unique things to buy	None	3 4 5 
371	Nah , I 'd say LOCATION1 general	None	5 6 
371	Nah , I 'd say LOCATION1 price	None	5 6 
371	Nah , I 'd say LOCATION1 safety	None	5 6 
371	Nah , I 'd say LOCATION1 transit location	None	5 6 7 
372	go to LOCATION1 general I think that great care has been taken in LOCATION2 to preserve parks and green areas	None	2 3 
372	go to LOCATION1 price I think that great care has been taken in LOCATION2 to preserve parks and green areas	None	2 3 
372	go to LOCATION1 safety I think that great care has been taken in LOCATION2 to preserve parks and green areas	None	2 3 
372	go to LOCATION1 transit location I think that great care has been taken in LOCATION2 to preserve parks and green areas	None	2 3 4 
373	I used to live in LOCATION1 general for 3 years in the late 90 's	None	5 6 
373	I used to live in LOCATION1 price for 3 years in the late 90 's	None	5 6 
373	I used to live in LOCATION1 safety for 3 years in the late 90 's	None	5 6 
373	I used to live in LOCATION1 transit location for 3 years in the late 90 's	None	5 6 7 
374	LOCATION1 general would be a good choice , but the rent is quite expensive	Positive	0 1 
374	LOCATION1 price would be a good choice , but the rent is quite expensive	Negative	0 1 
374	LOCATION1 safety would be a good choice , but the rent is quite expensive	None	0 1 
374	LOCATION1 transit location would be a good choice , but the rent is quite expensive	None	0 1 2 
375	Another option may be , LOCATION2 which is located in LOCATION1 general and is an area with a real village feel to it	None	10 11 
375	Another option may be , LOCATION2 which is located in LOCATION1 price and is an area with a real village feel to it	None	10 11 
375	Another option may be , LOCATION2 which is located in LOCATION1 safety and is an area with a real village feel to it	None	10 11 
375	Another option may be , LOCATION2 which is located in LOCATION1 transit location and is an area with a real village feel to it	None	10 11 12 
376	LOCATION1 general can be fun	Positive	0 1 
376	LOCATION1 price can be fun	None	0 1 
376	LOCATION1 safety can be fun	None	0 1 
376	LOCATION1 transit location can be fun	None	0 1 2 
377	From North LOCATION1 general to LOCATION2 ( also the London ) it 's 16 minutes by train	None	2 3 
377	From North LOCATION1 price to LOCATION2 ( also the London ) it 's 16 minutes by train	None	2 3 
377	From North LOCATION1 safety to LOCATION2 ( also the London ) it 's 16 minutes by train	None	2 3 
377	From North LOCATION1 transit location to LOCATION2 ( also the London ) it 's 16 minutes by train	None	2 3 4 
378	Illegitimate children were very often given up for fostering , and if this were the case you may be lucky enough to find some reference within the Quarter Session records ( including Poor Law Union records ) , which for LOCATION1 general at that time are held at the London Metropolitan Archives	None	40 41 
378	Illegitimate children were very often given up for fostering , and if this were the case you may be lucky enough to find some reference within the Quarter Session records ( including Poor Law Union records ) , which for LOCATION1 price at that time are held at the London Metropolitan Archives	None	40 41 
378	Illegitimate children were very often given up for fostering , and if this were the case you may be lucky enough to find some reference within the Quarter Session records ( including Poor Law Union records ) , which for LOCATION1 safety at that time are held at the London Metropolitan Archives	None	40 41 
378	Illegitimate children were very often given up for fostering , and if this were the case you may be lucky enough to find some reference within the Quarter Session records ( including Poor Law Union records ) , which for LOCATION1 transit location at that time are held at the London Metropolitan Archives	None	40 41 42 
379	It is in LOCATION1 general	None	3 4 
379	It is in LOCATION1 price	None	3 4 
379	It is in LOCATION1 safety	None	3 4 
379	It is in LOCATION1 transit location	None	3 4 5 
37	LOCATION1 general has a large Asian / Indian community which makes it a colourful interesting area with lots of world food on show in the markets as well as being handy for the Northern Line tube	None	0 1 
37	LOCATION1 price has a large Asian / Indian community which makes it a colourful interesting area with lots of world food on show in the markets as well as being handy for the Northern Line tube	None	0 1 
37	LOCATION1 safety has a large Asian / Indian community which makes it a colourful interesting area with lots of world food on show in the markets as well as being handy for the Northern Line tube	None	0 1 
37	LOCATION1 transit location has a large Asian / Indian community which makes it a colourful interesting area with lots of world food on show in the markets as well as being handy for the Northern Line tube	Positive	0 1 2 
380	I Live in LOCATION1 general which is close to the center of town and is very nice in my opinion	Positive	3 4 
380	I Live in LOCATION1 price which is close to the center of town and is very nice in my opinion	None	3 4 
380	I Live in LOCATION1 safety which is close to the center of town and is very nice in my opinion	None	3 4 
380	I Live in LOCATION1 transit location which is close to the center of town and is very nice in my opinion	Positive	3 4 5 
381	There were a number of camps in London but not at or near LOCATION1 general as far as I can see	None	13 14 
381	There were a number of camps in London but not at or near LOCATION1 price as far as I can see	None	13 14 
381	There were a number of camps in London but not at or near LOCATION1 safety as far as I can see	None	13 14 
381	There were a number of camps in London but not at or near LOCATION1 transit location as far as I can see	None	13 14 15 
382	LOCATION1 general ( commuter hub to the London )	None	0 1 
382	LOCATION1 price ( commuter hub to the London )	None	0 1 
382	LOCATION1 safety ( commuter hub to the London )	None	0 1 
382	LOCATION1 transit location ( commuter hub to the London )	Positive	0 1 2 
383	LOCATION1 general , middex	None	0 1 
383	LOCATION1 price , middex	None	0 1 
383	LOCATION1 safety , middex	None	0 1 
383	LOCATION1 transit location , middex	None	0 1 2 
384	Anyway , London is huge but LOCATION1 general is probably your best bet	Positive	6 7 
384	Anyway , London is huge but LOCATION1 price is probably your best bet	None	6 7 
384	Anyway , London is huge but LOCATION1 safety is probably your best bet	None	6 7 
384	Anyway , London is huge but LOCATION1 transit location is probably your best bet	None	6 7 8 
385	Also , when the Jubilee Line is closed it 's just a quick , frequent bus ride to LOCATION1 general for the Northern Line ( zone 3 )	None	18 19 
385	Also , when the Jubilee Line is closed it 's just a quick , frequent bus ride to LOCATION1 price for the Northern Line ( zone 3 )	None	18 19 
385	Also , when the Jubilee Line is closed it 's just a quick , frequent bus ride to LOCATION1 safety for the Northern Line ( zone 3 )	None	18 19 
385	Also , when the Jubilee Line is closed it 's just a quick , frequent bus ride to LOCATION1 transit location for the Northern Line ( zone 3 )	None	18 19 20 
386	I am a 16 year old girl and I am moving to LOCATION1 general in a month with my mum and sister	None	12 13 
386	I am a 16 year old girl and I am moving to LOCATION1 price in a month with my mum and sister	None	12 13 
386	I am a 16 year old girl and I am moving to LOCATION1 safety in a month with my mum and sister	None	12 13 
386	I am a 16 year old girl and I am moving to LOCATION1 transit location in a month with my mum and sister	None	12 13 14 
387	Other than that LOCATION1 general is pretty bad , the housings grim and theres a high crime rate A lot depends upon what you mean by worst area	Negative	3 4 
387	Other than that LOCATION1 price is pretty bad , the housings grim and theres a high crime rate A lot depends upon what you mean by worst area	None	3 4 
387	Other than that LOCATION1 safety is pretty bad , the housings grim and theres a high crime rate A lot depends upon what you mean by worst area	Negative	3 4 
387	Other than that LOCATION1 transit location is pretty bad , the housings grim and theres a high crime rate A lot depends upon what you mean by worst area	None	3 4 5 
388	Thing is ive lived in LOCATION1 general most of my life	None	5 6 
388	Thing is ive lived in LOCATION1 price most of my life	None	5 6 
388	Thing is ive lived in LOCATION1 safety most of my life	None	5 6 
388	Thing is ive lived in LOCATION1 transit location most of my life	None	5 6 7 
389	We are staying near LOCATION1 general so can get to anywhere central easily	None	4 5 
389	We are staying near LOCATION1 price so can get to anywhere central easily	None	4 5 
389	We are staying near LOCATION1 safety so can get to anywhere central easily	None	4 5 
389	We are staying near LOCATION1 transit location so can get to anywhere central easily	Positive	4 5 6 
38	LOCATION1 general is also slightly cheaper	None	0 1 
38	LOCATION1 price is also slightly cheaper	Positive	0 1 
38	LOCATION1 safety is also slightly cheaper	None	0 1 
38	LOCATION1 transit location is also slightly cheaper	None	0 1 2 
390	If I were personally buying a property in London , I would probably go for LOCATION1 general as it is a great area , always in demand	Positive	15 16 
390	If I were personally buying a property in London , I would probably go for LOCATION1 price as it is a great area , always in demand	None	15 16 
390	If I were personally buying a property in London , I would probably go for LOCATION1 safety as it is a great area , always in demand	None	15 16 
390	If I were personally buying a property in London , I would probably go for LOCATION1 transit location as it is a great area , always in demand	None	15 16 17 
391	I now live in LOCATION1 general and much prefer it At the moment I live in LOCATION1	Positive	4 5 
391	I now live in LOCATION1 price and much prefer it At the moment I live in LOCATION1	None	4 5 
391	I now live in LOCATION1 safety and much prefer it At the moment I live in LOCATION1	None	4 5 
391	I now live in LOCATION1 transit location and much prefer it At the moment I live in LOCATION1	None	4 5 6 
392	ENJOY YOUR STAY AND ENJOY LOCATION2 AND LOCATION1 general	None	7 8 
392	ENJOY YOUR STAY AND ENJOY LOCATION2 AND LOCATION1 price	None	7 8 
392	ENJOY YOUR STAY AND ENJOY LOCATION2 AND LOCATION1 safety	None	7 8 
392	ENJOY YOUR STAY AND ENJOY LOCATION2 AND LOCATION1 transit location	None	7 8 9 
393	LOCATION1 general is the world biggest railway station and has a great atmosphere surrounding it but mind the gap	Positive	0 1 
393	LOCATION1 price is the world biggest railway station and has a great atmosphere surrounding it but mind the gap	None	0 1 
393	LOCATION1 safety is the world biggest railway station and has a great atmosphere surrounding it but mind the gap	None	0 1 
393	LOCATION1 transit location is the world biggest railway station and has a great atmosphere surrounding it but mind the gap	Positive	0 1 2 
394	LOCATION1 general has an arts and exhibition centre I 'd go for LOCATION1 for having fun but I would n't live there	None	0 1 
394	LOCATION1 price has an arts and exhibition centre I 'd go for LOCATION1 for having fun but I would n't live there	None	0 1 
394	LOCATION1 safety has an arts and exhibition centre I 'd go for LOCATION1 for having fun but I would n't live there	None	0 1 
394	LOCATION1 transit location has an arts and exhibition centre I 'd go for LOCATION1 for having fun but I would n't live there	None	0 1 2 
395	It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 general is undoubtedly the nicest area , but im prob a bit biased	Positive	23 24 
395	It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 price is undoubtedly the nicest area , but im prob a bit biased	None	23 24 
395	It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 safety is undoubtedly the nicest area , but im prob a bit biased	None	23 24 
395	It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 transit location is undoubtedly the nicest area , but im prob a bit biased	None	23 24 25 
396	LOCATION1 general has more `` character ''	Positive	0 1 
396	LOCATION1 price has more `` character ''	None	0 1 
396	LOCATION1 safety has more `` character ''	None	0 1 
396	LOCATION1 transit location has more `` character ''	None	0 1 2 
397	I would prob have to say that LOCATION1 general is nicer - LOCATION2 is too boxy	Positive	7 8 
397	I would prob have to say that LOCATION1 price is nicer - LOCATION2 is too boxy	None	7 8 
397	I would prob have to say that LOCATION1 safety is nicer - LOCATION2 is too boxy	None	7 8 
397	I would prob have to say that LOCATION1 transit location is nicer - LOCATION2 is too boxy	None	7 8 9 
398	There is LOCATION1 general mosque and the LMC ( London muslim centre ) too	None	2 3 
398	There is LOCATION1 price mosque and the LMC ( London muslim centre ) too	None	2 3 
398	There is LOCATION1 safety mosque and the LMC ( London muslim centre ) too	None	2 3 
398	There is LOCATION1 transit location mosque and the LMC ( London muslim centre ) too	None	2 3 4 
399	Fuller 's is a real London brewery based in LOCATION1 general in west London , hence the name	None	9 10 
399	Fuller 's is a real London brewery based in LOCATION1 price in west London , hence the name	None	9 10 
399	Fuller 's is a real London brewery based in LOCATION1 safety in west London , hence the name	None	9 10 
399	Fuller 's is a real London brewery based in LOCATION1 transit location in west London , hence the name	None	9 10 11 
39	This is on the top of LOCATION1 general Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 7 
39	This is on the top of LOCATION1 price Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 7 
39	This is on the top of LOCATION1 safety Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 7 
39	This is on the top of LOCATION1 transit location Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 7 8 
3	Parts of the areas I 've named are rough but LOCATION1 general has great transport connections and it 's fairly lively with a wide variety of nationalities Hi , I 'm 22 years old and I 'm a girl with some problems in my country In the place where I live ( I 'm Italian ) There are bad people , they caused me so many problems , I passed all my days closed at home because of the fear to go out it 's so terrible My idea is to come in London to begin a new life with my boyfriend ( if he will agree with me about that I 've some doubts )	None	10 11 
3	Parts of the areas I 've named are rough but LOCATION1 price has great transport connections and it 's fairly lively with a wide variety of nationalities Hi , I 'm 22 years old and I 'm a girl with some problems in my country In the place where I live ( I 'm Italian ) There are bad people , they caused me so many problems , I passed all my days closed at home because of the fear to go out it 's so terrible My idea is to come in London to begin a new life with my boyfriend ( if he will agree with me about that I 've some doubts )	None	10 11 
3	Parts of the areas I 've named are rough but LOCATION1 safety has great transport connections and it 's fairly lively with a wide variety of nationalities Hi , I 'm 22 years old and I 'm a girl with some problems in my country In the place where I live ( I 'm Italian ) There are bad people , they caused me so many problems , I passed all my days closed at home because of the fear to go out it 's so terrible My idea is to come in London to begin a new life with my boyfriend ( if he will agree with me about that I 've some doubts )	None	10 11 
3	Parts of the areas I 've named are rough but LOCATION1 transit location has great transport connections and it 's fairly lively with a wide variety of nationalities Hi , I 'm 22 years old and I 'm a girl with some problems in my country In the place where I live ( I 'm Italian ) There are bad people , they caused me so many problems , I passed all my days closed at home because of the fear to go out it 's so terrible My idea is to come in London to begin a new life with my boyfriend ( if he will agree with me about that I 've some doubts )	Positive	10 11 12 
400	LOCATION1 general is slightly dodgier but more energetic and edgy	Positive	0 1 
400	LOCATION1 price is slightly dodgier but more energetic and edgy	None	0 1 
400	LOCATION1 safety is slightly dodgier but more energetic and edgy	Negative	0 1 
400	LOCATION1 transit location is slightly dodgier but more energetic and edgy	None	0 1 2 
401	LOCATION1 general is a good place	Positive	0 1 
401	LOCATION1 price is a good place	None	0 1 
401	LOCATION1 safety is a good place	None	0 1 
401	LOCATION1 transit location is a good place	None	0 1 2 
402	LOCATION1 general 's a bit characterless for the most part , and cut up with major arterial roads	None	0 1 
402	LOCATION1 price 's a bit characterless for the most part , and cut up with major arterial roads	None	0 1 
402	LOCATION1 safety 's a bit characterless for the most part , and cut up with major arterial roads	None	0 1 
402	LOCATION1 transit location 's a bit characterless for the most part , and cut up with major arterial roads	None	0 1 2 
404	LOCATION1 general you can take the tube ( cheapest ) or LOCATION1 Connect train which is more expensive	None	0 1 
404	LOCATION1 price you can take the tube ( cheapest ) or LOCATION1 Connect train which is more expensive	None	0 1 
404	LOCATION1 safety you can take the tube ( cheapest ) or LOCATION1 Connect train which is more expensive	None	0 1 
404	LOCATION1 transit location you can take the tube ( cheapest ) or LOCATION1 Connect train which is more expensive	None	0 1 2 
405	I 've seen breeders with puppies in LOCATION1 general , Daventry , 3 in Kent and one in St Neots - and that was just the first page	None	7 8 
405	I 've seen breeders with puppies in LOCATION1 price , Daventry , 3 in Kent and one in St Neots - and that was just the first page	None	7 8 
405	I 've seen breeders with puppies in LOCATION1 safety , Daventry , 3 in Kent and one in St Neots - and that was just the first page	None	7 8 
405	I 've seen breeders with puppies in LOCATION1 transit location , Daventry , 3 in Kent and one in St Neots - and that was just the first page	None	7 8 9 
406	All LOCATION1 general of London are free and are open to the public from dawn to dusk most days	None	1 2 
406	All LOCATION1 price of London are free and are open to the public from dawn to dusk most days	None	1 2 
406	All LOCATION1 safety of London are free and are open to the public from dawn to dusk most days	None	1 2 
406	All LOCATION1 transit location of London are free and are open to the public from dawn to dusk most days	None	1 2 3 
407	North of the river and within the inner ring road the most likely answer will be the district between LOCATION1 general Road and London Road	None	19 20 
407	North of the river and within the inner ring road the most likely answer will be the district between LOCATION1 price Road and London Road	None	19 20 
407	North of the river and within the inner ring road the most likely answer will be the district between LOCATION1 safety Road and London Road	None	19 20 
407	North of the river and within the inner ring road the most likely answer will be the district between LOCATION1 transit location Road and London Road	None	19 20 21 
408	already looked in LOCATION1 general and can not afford it	None	3 4 
408	already looked in LOCATION1 price and can not afford it	Negative	3 4 
408	already looked in LOCATION1 safety and can not afford it	None	3 4 
408	already looked in LOCATION1 transit location and can not afford it	None	3 4 5 
409	LOCATION1 general is more leafy suburb - very nice and possibly a bit cheaper then LOCATION2 but only about 10 mins away by train	None	0 1 
409	LOCATION1 price is more leafy suburb - very nice and possibly a bit cheaper then LOCATION2 but only about 10 mins away by train	None	0 1 
409	LOCATION1 safety is more leafy suburb - very nice and possibly a bit cheaper then LOCATION2 but only about 10 mins away by train	None	0 1 
409	LOCATION1 transit location is more leafy suburb - very nice and possibly a bit cheaper then LOCATION2 but only about 10 mins away by train	None	0 1 2 
40	Just looking briefly , it shows me that the closer to the centre , the more dangerous the area , with LOCATION1 general having the most crime	None	21 22 
40	Just looking briefly , it shows me that the closer to the centre , the more dangerous the area , with LOCATION1 price having the most crime	None	21 22 
40	Just looking briefly , it shows me that the closer to the centre , the more dangerous the area , with LOCATION1 safety having the most crime	Negative	21 22 
40	Just looking briefly , it shows me that the closer to the centre , the more dangerous the area , with LOCATION1 transit location having the most crime	None	21 22 23 
410	If you mean flying from the US , then it 's basically only LOCATION1 general and Gatwick that handle long-haul flights	None	13 14 
410	If you mean flying from the US , then it 's basically only LOCATION1 price and Gatwick that handle long-haul flights	None	13 14 
410	If you mean flying from the US , then it 's basically only LOCATION1 safety and Gatwick that handle long-haul flights	None	13 14 
410	If you mean flying from the US , then it 's basically only LOCATION1 transit location and Gatwick that handle long-haul flights	None	13 14 15 
411	I do n't know much about LOCATION2 or LOCATION1 general	None	8 9 
411	I do n't know much about LOCATION2 or LOCATION1 price	None	8 9 
411	I do n't know much about LOCATION2 or LOCATION1 safety	None	8 9 
411	I do n't know much about LOCATION2 or LOCATION1 transit location	None	8 9 10 
412	London in general includes areas like LOCATION2 and LOCATION1 general	None	8 9 
412	London in general includes areas like LOCATION2 and LOCATION1 price	None	8 9 
412	London in general includes areas like LOCATION2 and LOCATION1 safety	None	8 9 
412	London in general includes areas like LOCATION2 and LOCATION1 transit location	None	8 9 10 
413	It 's actually quite good LOCATION1 general is a very very desirable area - amazing that you can afford to live there as a student	Positive	5 6 
413	It 's actually quite good LOCATION1 price is a very very desirable area - amazing that you can afford to live there as a student	Negative	5 6 
413	It 's actually quite good LOCATION1 safety is a very very desirable area - amazing that you can afford to live there as a student	None	5 6 
413	It 's actually quite good LOCATION1 transit location is a very very desirable area - amazing that you can afford to live there as a student	None	5 6 7 
414	You have been sadly misinformed about LOCATION1 general , it is fantastic	Positive	6 7 
414	You have been sadly misinformed about LOCATION1 price , it is fantastic	None	6 7 
414	You have been sadly misinformed about LOCATION1 safety , it is fantastic	None	6 7 
414	You have been sadly misinformed about LOCATION1 transit location , it is fantastic	None	6 7 8 
415	: ) LOCATION1 general is a nice place to live	None	2 3 
415	: ) LOCATION1 price is a nice place to live	None	2 3 
